"Notes","Year","Year Code","Single-Year Ages","Single-Year Ages Code","Sex","Sex Code",Deaths,Population,Crude Rate
,"2005","2005","92 years","92","Male","M",14915,Not Applicable,Not Applicable
"Total","2005","2005","92 years","92",,,48560,Not Applicable,Not Applicable
,"2005","2005","93 years","93","Female","F",29451,Not Applicable,Not Applicable
,"2005","2005","93 years","93","Male","M",12107,Not Applicable,Not Applicable
"Total","2005","2005","93 years","93",,,41558,Not Applicable,Not Applicable
,"2005","2005","94 years","94","Female","F",25290,Not Applicable,Not Applicable
,"2005","2005","94 years","94","Male","M",9516,Not Applicable,Not Applicable
"Total","2005","2005","94 years","94",,,34806,Not Applicable,Not Applicable
,"2005","2005","95 years","95","Female","F",21716,Not Applicable,Not Applicable
,"2005","2005","95 years","95","Male","M",7270,Not Applicable,Not Applicable
"Total","2005","2005","95 years","95",,,28986,Not Applicable,Not Applicable
,"2005","2005","96 years","96","Female","F",17700,Not Applicable,Not Applicable
,"2005","2005","96 years","96","Male","M",5275,Not Applicable,Not Applicable
"Total","2005","2005","96 years","96",,,22975,Not Applicable,Not Applicable
,"2005","2005","97 years","97","Female","F",14044,Not Applicable,Not Applicable
,"2005","2005","97 years","97","Male","M",4007,Not Applicable,Not Applicable
"Total","2005","2005","97 years","97",,,18051,Not Applicable,Not Applicable
,"2005","2005","98 years","98","Female","F",10554,Not Applicable,Not Applicable
,"2005","2005","98 years","98","Male","M",2630,Not Applicable,Not Applicable
"Total","2005","2005","98 years","98",,,13184,Not Applicable,Not Applicable
,"2005","2005","99 years","99","Female","F",7775,Not Applicable,Not Applicable
,"2005","2005","99 years","99","Male","M",1790,Not Applicable,Not Applicable
"Total","2005","2005","99 years","99",,,9565,Not Applicable,Not Applicable
,"2005","2005","100+ years","100","Female","F",16318,Not Applicable,Not Applicable
,"2005","2005","100+ years","100","Male","M",2986,Not Applicable,Not Applicable
"Total","2005","2005","100+ years","100",,,19304,Not Applicable,Not Applicable
,"2005","2005","Not Stated","NS","Female","F",56,Not Applicable,Not Applicable
,"2005","2005","Not Stated","NS","Male","M",199,Not Applicable,Not Applicable
"Total","2005","2005","Not Stated","NS",,,255,Not Applicable,Not Applicable
"Total","2005","2005",,,,,2448017,295516599,828.4
,"2006","2006","< 1 year","0","Female","F",12547,1975919,635.0
,"2006","2006","< 1 year","0","Male","M",15980,2065819,773.5
"Total","2006","2006","< 1 year","0",,,28527,4041738,705.8
,"2006","2006","1 year","1","Female","F",866,1942541,44.6
,"2006","2006","1 year","1","Male","M",975,2029583,48.0
"Total","2006","2006","1 year","1",,,1841,3972124,46.3
,"2006","2006","2 years","2","Female","F",549,1950420,28.1
,"2006","2006","2 years","2","Male","M",669,2037699,32.8
"Total","2006","2006","2 years","2",,,1218,3988119,30.5
,"2006","2006","3 years","3","Female","F",362,1939447,18.7
,"2006","2006","3 years","3","Male","M",502,2026575,24.8
"Total","2006","2006","3 years","3",,,864,3966022,21.8
,"2006","2006","4 years","4","Female","F",313,1942684,16.1
,"2006","2006","4 years","4","Male","M",395,2028196,19.5
"Total","2006","2006","4 years","4",,,708,3970880,17.8
,"2006","2006","5 years","5","Female","F",280,1982961,14.1
,"2006","2006","5 years","5","Male","M",407,2067621,19.7
"Total","2006","2006","5 years","5",,,687,4050582,17.0
,"2006","2006","6 years","6","Female","F",260,1901451,13.7
,"2006","2006","6 years","6","Male","M",284,1989878,14.3
"Total","2006","2006","6 years","6",,,544,3891329,14.0
,"2006","2006","7 years","7","Female","F",222,1882266,11.8
,"2006","2006","7 years","7","Male","M",286,1966492,14.5
"Total","2006","2006","7 years","7",,,508,3848758,13.2
,"2006","2006","8 years","8","Female","F",212,1881597,11.3
,"2006","2006","8 years","8","Male","M",302,1970668,15.3
"Total","2006","2006","8 years","8",,,514,3852265,13.3
,"2006","2006","9 years","9","Female","F",210,1906898,11.0
,"2006","2006","9 years","9","Male","M",272,1994856,13.6
"Total","2006","2006","9 years","9",,,482,3901754,12.4
,"2006","2006","10 years","10","Female","F",228,2012412,11.3
,"2006","2006","10 years","10","Male","M",283,2108693,13.4
"Total","2006","2006","10 years","10",,,511,4121105,12.4
,"2006","2006","11 years","11","Female","F",226,2020446,11.2
,"2006","2006","11 years","11","Male","M",344,2121524,16.2
"Total","2006","2006","11 years","11",,,570,4141970,13.8
,"2006","2006","12 years","12","Female","F",241,2048001,11.8
,"2006","2006","12 years","12","Male","M",342,2148879,15.9
"Total","2006","2006","12 years","12",,,583,4196880,13.9
,"2006","2006","13 years","13","Female","F",290,2078526,14.0
,"2006","2006","13 years","13","Male","M",468,2186207,21.4
"Total","2006","2006","13 years","13",,,758,4264733,17.8
,"2006","2006","14 years","14","Female","F",355,2102559,16.9
,"2006","2006","14 years","14","Male","M",637,2205891,28.9
"Total","2006","2006","14 years","14",,,992,4308450,23.0
,"2006","2006","15 years","15","Female","F",475,2146323,22.1
,"2006","2006","15 years","15","Male","M",939,2260192,41.5
"Total","2006","2006","15 years","15",,,1414,4406515,32.1
,"2006","2006","16 years","16","Female","F",705,2187586,32.2
,"2006","2006","16 years","16","Male","M",1447,2315411,62.5
"Total","2006","2006","16 years","16",,,2152,4502997,47.8
,"2006","2006","17 years","17","Female","F",766,2100214,36.5
,"2006","2006","17 years","17","Male","M",1958,2231279,87.8
"Total","2006","2006","17 years","17",,,2724,4331493,62.9
,"2006","2006","18 years","18","Female","F",907,2088493,43.4
,"2006","2006","18 years","18","Male","M",2632,2212557,119.0
"Total","2006","2006","18 years","18",,,3539,4301050,82.3
,"2006","2006","19 years","19","Female","F",968,2074677,46.7
,"2006","2006","19 years","19","Male","M",2942,2190977,134.3
"Total","2006","2006","19 years","19",,,3910,4265654,91.7
,"2006","2006","20 years","20","Female","F",918,2063126,44.5
,"2006","2006","20 years","20","Male","M",3087,2184969,141.3
"Total","2006","2006","20 years","20",,,4005,4248095,94.3
,"2006","2006","21 years","21","Female","F",1060,2067384,51.3
,"2006","2006","21 years","21","Male","M",3293,2191406,150.3
"Total","2006","2006","21 years","21",,,4353,4258790,102.2
,"2006","2006","22 years","22","Female","F",968,2009498,48.2
,"2006","2006","22 years","22","Male","M",3189,2132034,149.6
"Total","2006","2006","22 years","22",,,4157,4141532,100.4
,"2006","2006","23 years","23","Female","F",961,2036060,47.2
,"2006","2006","23 years","23","Male","M",3314,2150367,154.1
"Total","2006","2006","23 years","23",,,4275,4186427,102.1
,"2006","2006","24 years","24","Female","F",1089,2062716,52.8
,"2006","2006","24 years","24","Male","M",3269,2138575,152.9
"Total","2006","2006","24 years","24",,,4358,4201291,103.7
,"2006","2006","25 years","25","Female","F",1092,2115632,51.6
,"2006","2006","25 years","25","Male","M",3253,2139011,152.1
"Total","2006","2006","25 years","25",,,4345,4254643,102.1
,"2006","2006","26 years","26","Female","F",1121,2090828,53.6
,"2006","2006","26 years","26","Male","M",3095,2095497,147.7
"Total","2006","2006","26 years","26",,,4216,4186325,100.7
,"2006","2006","27 years","27","Female","F",1198,1999674,59.9
,"2006","2006","27 years","27","Male","M",3078,2004824,153.5
"Total","2006","2006","27 years","27",,,4276,4004498,106.8
,"2006","2006","28 years","28","Female","F",1101,1925997,57.2
,"2006","2006","28 years","28","Male","M",2875,1948157,147.6
"Total","2006","2006","28 years","28",,,3976,3874154,102.6
,"2006","2006","29 years","29","Female","F",1204,1882291,64.0
,"2006","2006","29 years","29","Male","M",2880,1908100,150.9
"Total","2006","2006","29 years","29",,,4084,3790391,107.7
,"2006","2006","30 years","30","Female","F",1182,1870844,63.2
,"2006","2006","30 years","30","Male","M",2800,1908207,146.7
"Total","2006","2006","30 years","30",,,3982,3779051,105.4
,"2006","2006","31 years","31","Female","F",1329,1903298,69.8
,"2006","2006","31 years","31","Male","M",2949,1920967,153.5
"Total","2006","2006","31 years","31",,,4278,3824265,111.9
,"2006","2006","32 years","32","Female","F",1380,1882413,73.3
,"2006","2006","32 years","32","Male","M",2861,1890125,151.4
"Total","2006","2006","32 years","32",,,4241,3772538,112.4
,"2006","2006","33 years","33","Female","F",1499,1931252,77.6
,"2006","2006","33 years","33","Male","M",3025,1928913,156.8
"Total","2006","2006","33 years","33",,,4524,3860165,117.2
,"2006","2006","34 years","34","Female","F",1658,2024111,81.9
,"2006","2006","34 years","34","Male","M",3372,2025038,166.5
"Total","2006","2006","34 years","34",,,5030,4049149,124.2
,"2006","2006","35 years","35","Female","F",1959,2153617,91.0
,"2006","2006","35 years","35","Male","M",3794,2148987,176.5
"Total","2006","2006","35 years","35",,,5753,4302604,133.7
,"2006","2006","36 years","36","Female","F",2117,2184485,96.9
,"2006","2006","36 years","36","Male","M",3778,2196017,172.0
"Total","2006","2006","36 years","36",,,5895,4380502,134.6
,"2006","2006","37 years","37","Female","F",2175,2066577,105.2
,"2006","2006","37 years","37","Male","M",3872,2059996,188.0
"Total","2006","2006","37 years","37",,,6047,4126573,146.5
,"2006","2006","38 years","38","Female","F",2387,2035923,117.2
,"2006","2006","38 years","38","Male","M",4158,2020763,205.8
"Total","2006","2006","38 years","38",,,6545,4056686,161.3
,"2006","2006","39 years","39","Female","F",2730,2048846,133.2
,"2006","2006","39 years","39","Male","M",4529,2026022,223.5
"Total","2006","2006","39 years","39",,,7259,4074868,178.1
,"2006","2006","40 years","40","Female","F",2953,2102820,140.4
,"2006","2006","40 years","40","Male","M",5122,2081774,246.0
"Total","2006","2006","40 years","40",,,8075,4184594,193.0
,"2006","2006","41 years","41","Female","F",3436,2252637,152.5
,"2006","2006","41 years","41","Male","M",5701,2235552,255.0
"Total","2006","2006","41 years","41",,,9137,4488189,203.6
,"2006","2006","42 years","42","Female","F",3957,2294736,172.4
,"2006","2006","42 years","42","Male","M",6528,2257544,289.2
"Total","2006","2006","42 years","42",,,10485,4552280,230.3
,"2006","2006","43 years","43","Female","F",4400,2297856,191.5
,"2006","2006","43 years","43","Male","M",7107,2246886,316.3
"Total","2006","2006","43 years","43",,,11507,4544742,253.2
,"2006","2006","44 years","44","Female","F",4779,2290114,208.7
,"2006","2006","44 years","44","Male","M",7561,2242649,337.1
"Total","2006","2006","44 years","44",,,12340,4532763,272.2
,"2006","2006","45 years","45","Female","F",5242,2318320,226.1
,"2006","2006","45 years","45","Male","M",8314,2255226,368.7
"Total","2006","2006","45 years","45",,,13556,4573546,296.4
,"2006","2006","46 years","46","Female","F",5527,2359182,234.3
,"2006","2006","46 years","46","Male","M",8989,2322962,387.0
"Total","2006","2006","46 years","46",,,14516,4682144,310.0
,"2006","2006","47 years","47","Female","F",6038,2282479,264.5
,"2006","2006","47 years","47","Male","M",9752,2223663,438.6
"Total","2006","2006","47 years","47",,,15790,4506142,350.4
,"2006","2006","48 years","48","Female","F",6516,2278808,285.9
,"2006","2006","48 years","48","Male","M",10668,2216534,481.3
"Total","2006","2006","48 years","48",,,17184,4495342,382.3
,"2006","2006","49 years","49","Female","F",6927,2266666,305.6
,"2006","2006","49 years","49","Male","M",11295,2191446,515.4
"Total","2006","2006","49 years","49",,,18222,4458112,408.7
,"2006","2006","50 years","50","Female","F",7190,2175011,330.6
,"2006","2006","50 years","50","Male","M",11991,2089893,573.8
"Total","2006","2006","50 years","50",,,19181,4264904,449.7
,"2006","2006","51 years","51","Female","F",7601,2194302,346.4
,"2006","2006","51 years","51","Male","M",12611,2125890,593.2
"Total","2006","2006","51 years","51",,,20212,4320192,467.8
,"2006","2006","52 years","52","Female","F",7965,2104762,378.4
,"2006","2006","52 years","52","Male","M",13362,2010094,664.7
"Total","2006","2006","52 years","52",,,21327,4114856,518.3
,"2006","2006","53 years","53","Female","F",8187,2046556,400.0
,"2006","2006","53 years","53","Male","M",13901,1949539,713.0
"Total","2006","2006","53 years","53",,,22088,3996095,552.7
,"2006","2006","54 years","54","Female","F",8666,1985489,436.5
,"2006","2006","54 years","54","Male","M",14289,1889337,756.3
"Total","2006","2006","54 years","54",,,22955,3874826,592.4
,"2006","2006","55 years","55","Female","F",8979,1928603,465.6
,"2006","2006","55 years","55","Male","M",14662,1816409,807.2
"Total","2006","2006","55 years","55",,,23641,3745012,631.3
,"2006","2006","56 years","56","Female","F",9397,1930335,486.8
,"2006","2006","56 years","56","Male","M",15155,1830564,827.9
"Total","2006","2006","56 years","56",,,24552,3760899,652.8
,"2006","2006","57 years","57","Female","F",10088,1855370,543.7
,"2006","2006","57 years","57","Male","M",15926,1746603,911.8
"Total","2006","2006","57 years","57",,,26014,3601973,722.2
,"2006","2006","58 years","58","Female","F",11030,1839667,599.6
,"2006","2006","58 years","58","Male","M",17295,1728992,1000.3
"Total","2006","2006","58 years","58",,,28325,3568659,793.7
,"2006","2006","59 years","59","Female","F",12186,1919090,635.0
,"2006","2006","59 years","59","Male","M",18335,1801227,1017.9
"Total","2006","2006","59 years","59",,,30521,3720317,820.4
,"2006","2006","60 years","60","Female","F",10567,1430756,738.6
,"2006","2006","60 years","60","Male","M",15732,1326336,1186.1
"Total","2006","2006","60 years","60",,,26299,2757092,953.9
,"2006","2006","61 years","61","Female","F",11048,1441590,766.4
,"2006","2006","61 years","61","Male","M",16062,1335279,1202.9
"Total","2006","2006","61 years","61",,,27110,2776869,976.3
,"2006","2006","62 years","62","Female","F",12271,1422085,862.9
,"2006","2006","62 years","62","Male","M",17719,1303566,1359.3
"Total","2006","2006","62 years","62",,,29990,2725651,1100.3
,"2006","2006","63 years","63","Female","F",13679,1469890,930.6
,"2006","2006","63 years","63","Male","M",19467,1340312,1452.4
"Total","2006","2006","63 years","63",,,33146,2810202,1179.5
,"2006","2006","64 years","64","Female","F",13169,1294668,1017.2
,"2006","2006","64 years","64","Male","M",18634,1168771,1594.3
"Total","2006","2006","64 years","64",,,31803,2463439,1291.0
,"2006","2006","65 years","65","Female","F",13386,1208196,1107.9
,"2006","2006","65 years","65","Male","M",18502,1077812,1716.6
"Total","2006","2006","65 years","65",,,31888,2286008,1394.9
,"2006","2006","66 years","66","Female","F",13688,1171707,1168.2
,"2006","2006","66 years","66","Male","M",18994,1042044,1822.8
"Total","2006","2006","66 years","66",,,32682,2213751,1476.3
,"2006","2006","67 years","67","Female","F",14652,1112106,1317.5
,"2006","2006","67 years","67","Male","M",19825,986584,2009.5
"Total","2006","2006","67 years","67",,,34477,2098690,1642.8
,"2006","2006","68 years","68","Female","F",15387,1090864,1410.5
,"2006","2006","68 years","68","Male","M",20328,953381,2132.2
"Total","2006","2006","68 years","68",,,35715,2044245,1747.1
,"2006","2006","69 years","69","Female","F",16049,1026329,1563.7
,"2006","2006","69 years","69","Male","M",21072,884178,2383.2
"Total","2006","2006","69 years","69",,,37121,1910507,1943.0
,"2006","2006","70 years","70","Female","F",17405,1000140,1740.3
,"2006","2006","70 years","70","Male","M",21828,848416,2572.8
"Total","2006","2006","70 years","70",,,39233,1848556,2122.4
,"2006","2006","71 years","71","Female","F",18621,1005603,1851.7
,"2006","2006","71 years","71","Male","M",23053,843344,2733.5
"Total","2006","2006","71 years","71",,,41674,1848947,2253.9
,"2006","2006","72 years","72","Female","F",19073,917086,2079.7
,"2006","2006","72 years","72","Male","M",23260,755357,3079.3
"Total","2006","2006","72 years","72",,,42333,1672443,2531.2
,"2006","2006","73 years","73","Female","F",21009,917734,2289.2
,"2006","2006","73 years","73","Male","M",24888,743108,3349.2
"Total","2006","2006","73 years","73",,,45897,1660842,2763.5
,"2006","2006","74 years","74","Female","F",22658,900873,2515.1
,"2006","2006","74 years","74","Male","M",26415,718165,3678.1
"Total","2006","2006","74 years","74",,,49073,1619038,3031.0
,"2006","2006","75 years","75","Female","F",24334,884121,2752.3
,"2006","2006","75 years","75","Male","M",27997,689385,4061.2
